region,location,street_address,num_of_rooms,size,fee,final_price,initial_price
Stockholmskommun,Bromma,Gustav III:s väg 76,3,83.0,2424,5100000,4811320
Sundbybergskommun,Ursvik,Boplatsvägen 2,4,85.0,4725,4635000,4291666
Stockholmskommun,Hägersten,Klubbacken 39,2,51.0,2862,3300000,2796610
Stockholmskommun,Södermalm,"Åsögatan 191, 1 tr",1,36.0,1921,3550000,2958333
Stockholmskommun,Skärmarbrink,Thunbergsgatan 35,3,68.0,4466,5300000,4491525
Stockholmskommun,Södermalm,Urvädersgränd 6C Ö.G,2,39.0,1367,4300000,3805309
Solnakommun,Huvudsta,"Göran Perssons Väg 3, vån 2",3,83.0,4839,4200000,3805309
Stockholmskommun,HammarbySjöstad,"Virkesvägen 9G, HÖGST UPP!",2,57.5,3257,5000000,4587155
Stockholmskommun,Hornstull,Långholmsgatan 13,1,25.0,1446,2480000,2455445
Stockholmskommun,Annedal,"Krakel Spektakels Gata 2, 4 tr",4,123.0,5463,6995000,6995000
Sollentunakommun,Rotebro,Vasavägen 84A,3,76.0,4293,2300000,2149532
Stockholmskommun,Aspudden,"Jarl Kulles gata 3, vån 2 av 5",2.5,63.0,3493,4730000,4077586
Stockholmskommun,GamlaEnskede,Nynäsvägen 313,1,45.5,2843,3200000,2500000
Stockholmskommun,Fruängen,Fruängsgatan 39,4,108.7,5280,6075000,5955882
Stockholmskommun,Minneberg,Svartviksslingan 73,2.5,63.5,3472,5260000,4495726
Stockholmskommun,Vasastan,Sveavägen 89,1,40.5,2020,3800000,2992125
Stockholmskommun,ÖrbySlott,Gimmerstavägen 10,1,22.4,1469,1500000,1293103
Stockholmskommun,Årsta,Gullmarsvägen 81,2,54.0,3113,3650000,3201754
Stockholmskommun,Östermalm,"Melodislingan 18, 4 tr",2,44.0,3503,5200000,5098039
Stockholmskommun,Bagarmossen,Emågatan 12,4,75.0,4501,4500000,4500000
Nackakommun,Orminge,Betsövägen 8,2,54.0,3498,2160000,2160000
Stockholmskommun,Hässelby,Aprikosgatan 82,2,57.5,4652,2050000,1898148
Solnakommun,Råsunda,"Gustafsvägen 12, 2 tr",3,65.0,2862,4175000,3976190
Solnakommun,Näckrosen,Näckrosvägen 28,2,53.0,3332,3600000,3000000
Nackakommun,ÖstraOrminge,Storholmsvägen 50,6,115.5,6489,4800000,4705882
Solnakommun,Solna,"Fridensborgsvägen 113, egen uteplats!",1.5,31.0,2232,2200000,2075471
Sundbybergskommun,CentralaSundbyberg,Tulegatan 6E,1.5,37.0,2017,2750000,2291666
Stockholmskommun,Kungsholmen,"Wennerbergsgatan 6b, 6tr",2,49.0,2460,3875000,3799019
Stockholmskommun,ÖrbySlott,Tosterövägen 9,3,69.5,3741,3350000,2791666
Nackakommun,Nacka,"Trillans väg 47, 2tr",4,94.5,5894,4600000,3898305
Stockholmskommun,Södermalm,"Mosebacke torg 8 A, 2 tr",5,101.0,5668,12500000,12500000
Nackakommun,Finntorp,"Becksjudarvägen 33, 2tr",2,52.0,3015,2650000,2500000
Stockholmskommun,Riksby,Mattvägen 7,3,72.0,4485,4400000,4313725
Nackakommun,Kvarnholmen,Mjölnarvägen 22,3.5,111.5,3901,8500000,8500000
Stockholmskommun,Hökarängen,"Pepparvägen 62, 3 tr",4,91.0,5460,4740000,4194690
Stockholmskommun,Bandhagen,"Fågelstavägen 20, vån 3 av 3",2,55.5,3510,2600000,2166666
Stockholmskommun,Högdalen,Stenkvistavägen 12,2,49.5,3152,2700000,2700000
Stockholmskommun,Vasastan,Tre Liljor 5,2,37.0,1854,4100000,3980582
Stockholmskommun,Liljeholmskajen,Sjöviksbacken 5,3,84.0,4482,6350000,5772727
Stockholmskommun,Hässelby,Medsolsbacken 17 (Vån 1),4,100.0,5610,3450000,3254716
Stockholmskommun,Västertorp,Piruettvägen 4 - UNDERHAND,2,63.0,3866,3750000,3254716
Stockholmskommun,Globen,Bildhuggarvägen 15,2,39.0,2778,2860000,2486956
Nackakommun,SaltsjöbadenLjuskärrsberget,Ljuskärrsvägen 63,3.5,78.0,3944,3200000,3200000
Stockholmskommun,Gubbängen,Bordsvägen 27,1,41.0,2239,2410000,2190909
Solnakommun,Hagastaden,Fogdevreten 6,2,55.0,3477,3150000,2739130
Stockholmskommun,Södermalm,"Lundagatan 36E, 2tr",2,36.0,1846,3495000,3495000
Stockholmskommun,Vasastan,"Upplandsgatan 28, 5 tr",5,125.5,6222,13500000,13500000
Stockholmskommun,Älvsjö,Långsjövägen 58,2,45.0,3204,2800000,2393162
Stockholmskommun,Kungsholmen,"Primusgatan 94, 3 tr",2,56.0,3233,5100000,5000000
Stockholmskommun,Enskede,"Sofielundsvägen 12, 2 tr",2,53.5,3011,3510000,3000000
Stockholmskommun,Husby,Stavangergatan 50,3,76.0,5674,1800000,1500000
Stockholmskommun,Bromma,Bergslagsvägen 43,1,40.0,2646,2325000,2094594
Stockholmskommun,SpångaSolhem,Bennebolsgatan 40 ACCEPTERAT PRIS!,1.5,39.5,3061,1825000,1771844
Stockholmskommun,Midsommarkransen,Midsommarvägen 9,2,42.0,3046,2600000,2500000
Stockholmskommun,Södermalm,"Tobaksspinnargatan 1, 2 tr",1,40.0,2497,3500000,3500000
Stockholmskommun,Kungsholmen,"Sankt Göransgatan 85, vån 7",3,83.0,4495,11250000,9533898
Stockholmskommun,Hammarbyhöjden,"Garagevägen 15, 3 tr",3,78.0,4335,5550000,5000000
Stockholmskommun,Hagsätra,Porlabacken 47,1,28.0,2043,1600000,1391304
Stockholmskommun,Hägerstensåsen,Inteckningsvägen 17 i,2.5,65.0,4937,3010000,2594827
Nackakommun,Saltsjöbaden,Ljuskärrsvägen 8,2,44.5,2709,2000000,1801801
Stockholmskommun,Bromma,Ibsengatan 52,3,68.0,3438,3350000,3160377
Stockholmskommun,Ekhagen,Ekhagsvägen 2,2,64.0,2329,4300000,4215686
Sollentunakommun,Tureberg,Bagarbyvägen 18,4,85.0,4169,2600000,2500000
Stockholmskommun,Johannesfred,Ståltrådsvägen 44,2,43.5,2575,2300000,2300000
Sundbybergskommun,Sundbyberg,Forskningsringen 85A,2,61.0,3879,3350000,3190476
Stockholmskommun,Gröndal,"Sannadalsvägen 28, 2 / 2tr",2,45.0,3012,3650000,3650000
Sollentunakommun,Helenelund,Stupvägen 13,4,90.0,3952,4030000,3766355
Stockholmskommun,Gullmarsplan,Grafikvägen 32,3,68.0,3881,4400000,4230769
Solnakommun,Frösunda,"Signalistgatan 16, 3 tr",3,75.0,4163,5220000,4833333
Stockholmskommun,Skärholmen,Ekholmsvägen 303,2,52.0,-,2320000,1982905
Stockholmskommun,Fruängen,Ellen keys gata 24,1,36.0,3310,2200000,1746031
Solnakommun,GamlaFilmstaden,Mauritz stillers väg 3,2,60.0,3663,3650000,3509615
Sollentunakommun,Edsängen,Sörmlandsvägen 8,3,76.0,4226,3400000,3207547
Stockholmskommun,Aspudden,Hövdingagatan 29,1,35.0,2236,2600000,2385321
Solnakommun,Bergshamra,Björnstigen 125,2,58.0,2167,3410000,2991228
Sollentunakommun,Rotebro,Timotejvägen 11,3,73.5,4692,2250000,2142857
Stockholmskommun,Liljeholmskajen,Buteljgatan 24,2,46.0,2633,3600000,3600000
Stockholmskommun,Gullmarsplan,Grafikvägen 16,2,51.0,2898,3090000,2783783
Solnakommun,Bergshamra,Bergshamra Allé 99,3,90.0,4571,6200000,5210084
Sollentunakommun,Edsberg,Ribbings Väg 12A,3.5,70.0,4105,2300000,2190476
Stockholmskommun,Farsta,Lingvägen 217,3,80.0,4064,3900000,2190476
Stockholmskommun,Johanneshov,Sten Bergmans väg 13,4,113.0,6328,8300000,2190476
Nackakommun,Sickla,Atlasvägen 61,4,90.5,4314,6400000,6336633
Stockholmskommun,Vasastan,"Tomtebogatan 22, 2 tr",3,80.0,3101,8875000,8787128
Stockholmskommun,Bandhagen,Skebokvarnsvägen 376,1,33.0,2471,1810000,1547008
Stockholmskommun,Södermalm,Hornsgatan 55A,2,53.0,2194,5500000,4910714
Stockholmskommun,Östermalm,Valhallavägen 148F,2,46.0,1951,4920000,4871287
Stockholmskommun,Södermalm,Tavastgatan 23,2,40.9,2052,5500000,5188679
Solnakommun,Huvudsta,"Bygatan 33, 5 tr",4,112.0,5434,6000000,5504587
Stockholmskommun,Bagarmossen,"Svartågatan 74, 2tr",1.5,38.0,3050,2250000,1973684
Stockholmskommun,Södermalm,Assessorsgatan 18F,2,64.0,2352,5250000,5000000
Solnakommun,Arenastaden,"Evenemangsgatan 24, Vån 18",2,45.0,1822,3300000,2999999
Stockholmskommun,Kistagård,"Hanstavägen 94, Vån 3",2,59.5,3144,2510000,2201754
Solnakommun,Huvudsta,Jungfrudansen 16,2,64.0,3335,3600000,3302752
Stockholmskommun,NorraDjurgårdsstaden,"Labradorgatan 26, 1tr",3,89.5,4094,12250000,10745614
Stockholmskommun,Vasastan,Klara Östra Kyrkogata 8F,3,73.0,747,7500000,7009345
Solnakommun,Bergshamra,Mårdstigen 3 - Accepterat pris!,4,74.5,4695,4000000,3921568
Stockholmskommun,Västertorp,Skidvägen 16,4,82.0,4772,5000000,4310344
Stockholmskommun,Kungsholmen,"Rålambsvägen 8C, 3tr",3,77.5,4354,6100000,5980392
Stockholmskommun,Södermalm,Götgatan 96A,2,35.0,1026,3725000,3449074
Stockholmskommun,Björkhagen,Lyckebyvägen 16,2,53.0,3204,4000000,3449074
Stockholmskommun,Årsta,Svärdlångsvägen 25,5,146.5,7602,8350000,7522522
Sollentunakommun,Edsberg,Kruthornsvägen 36,1.5,37.0,2322,1650000,1499999
Nackakommun,SALTSJÖ,Semaforvägen 51,4,102.0,5190,7425000,7004716
Stockholmskommun,Bromma,Elias Lönnrots väg 21,2,59.0,3058,2900000,2500000
Stockholmskommun,Sveakvarteren,Melodislingan 50,2,55.5,4598,5400000,4909090
Stockholmskommun,Beckomberga,Alabastervägen 5,3,74.0,4489,3820000,3504587
Stockholmskommun,Enskededalen,"Bersågränd 8, 2tr",2,64.0,2734,3050000,2798165
Stockholmskommun,HammarbySjöstad,"Sjöfartsgatan 15, 4 tr",3,62.5,3554,5325000,5169902
Stockholmskommun,Kungsholmen,"Svarvargatan 3, 1tr",3,72.0,3266,6750000,6367924
Stockholmskommun,HammarbySjöstad,Sickla kanalgata 51,3,77.0,4629,6250000,6127450
Stockholmskommun,Fruängen,Fredrika Bremers gata 15,2,66.0,5183,2350000,2098214
Stockholmskommun,Vasastan,"Birger Jarlsgatan 97A, 3 tr",2,63.0,2619,6300000,2098214
Stockholmskommun,Kungsholmen,"Runiusgatan 7, 2tr",2,38.0,1703,3050000,2798165
Stockholmskommun,Bromma,Säterivägen 21,1,30.0,2161,1995000,1995000
Stockholmskommun,Björkhagen,Svalövsvägen 10,2,58.0,2649,3700000,3490566
Stockholmskommun,Hornsbergsstrand,"Lindhagensgatan 149, 3tr",2,68.0,3424,7000000,7000000
Stockholmskommun,Hässelby,Sällhetsvägen 58,4,81.0,3157,3970000,3970000
Stockholmskommun,Sätra,Kungssätravägen 30- Renoverings chans,3,86.0,2440,2400000,2400000
Nackakommun,Tollare,Tollareslingan 7,6,156.0,6940,12000000,11428571
Solnakommun,Järvastaden,Fridensborgsvägen 117,1.5,40.0,2622,2312000,2244660
Nackakommun,Nacka,"Tre kronors väg 43, 2tr",3,69.0,3988,4625000,4490291
Stockholmskommun,Årsta,"Hjälmarsvägen 24 A, 5 tr, seniorboende 55+",2,59.0,4195,3420000,3288461
Stockholmskommun,Årsta,Borensvägen 34,2,43.0,2908,2375000,2375000
Nackakommun,Nacka,Henriksdalsringen 39,3,81.0,5222,4400000,3999999
Stockholmskommun,Vasastan,"Tomtebogatan 46, 3,5 tr",2,33.0,1783,4250000,4009433
Stockholmskommun,Nockeby,Grönviksvägen 179B,5,115.0,5029,12800000,11962616
Stockholmskommun,Hägerstensåsen,"Lotterivägen 12, vån 2",2,56.0,3408,3570000,3000000
Stockholmskommun,Östermalm,Valhallavägen 14,2,65.0,2453,7860000,7415094
Stockholmskommun,Kungsholmen,"Norr Mälarstrand 68, 6tr",2.5,86.0,3291,10600000,10495049
Stockholmskommun,Fruängen,Ellen Keys gata 95,1.5,36.0,2201,2415000,2195454
Stockholmskommun,Bromma,Björkbacksvägen 34,3,64.0,5280,2875000,2846534
Stockholmskommun,Östermalm,Nybrogatan  73A,3,80.0,1716,10250000,10049019
Stockholmskommun,Bromma,Holbergsgatan 90,2,49.0,3124,2500000,2500000
Stockholmskommun,Östermalm,Surbrunnsgatan 16,4,97.0,5065,12150000,11462264
Stockholmskommun,Solberga,"Sandalmakarbacken 3, vån 1",3,88.0,3543,3450000,3000000
Stockholmskommun,Södermalm,"Tegelviksgatan 47, 3 tr",3,90.0,5272,7300000,7087378
Stockholmskommun,Bromma,"Beckomberga ängsväg 4, vån 4 / 4",3,72.0,4033,4050000,3749999
Stockholmskommun,Fruängen,Elsa Borgs Gata 33,2,59.0,3590,3350000,3350000
Stockholmskommun,Södermalm,"Åsögatan 102, Vån 6",2,48.0,2476,5700000,5089285
Stockholmskommun,Bromma,Mössebergsvägen 30,3,57.0,3251,4150000,5089285
Stockholmskommun,Södermalm,Fatburs Brunnsgata 11,4,86.0,4989,7250000,6904761
Nackakommun,Nacka,Kantatvägen 25,3,76.0,5371,3350000,2887931
Stockholmskommun,Bromma,Kinnekullevägen 30A,2,35.0,2505,2610000,2289473
Stockholmskommun,Hammarbysjöstad,"Fartygsgatan 6, 2tr",2,55.5,3733,4300000,2289473
Stockholmskommun,Vällingby,Multrågatan 19,4,84.8,5361,2750000,2750000
Nackakommun,VästraOrminge,Utövägen 14,3,93.0,5565,3100000,2649572
Stockholmskommun,Katarina,Mariagränd 1,2,33.0,744,3810000,3463636
Stockholmskommun,Katarina,"Östgötagatan 53, 3 tr",2,46.0,1129,4650000,4514563
Solnakommun,Frösunda,"Gustav III:s Boulevard 19, Etagelägenhet",4,89.0,5509,5945000,5886138
Stockholmskommun,Enskededalen,Grusåsgränd 10,3,103.0,5113,5100000,4678899
Stockholmskommun,NorraDjurgårdsstaden,"Fågelhundsgatan 20, 5 / 5 Tr!",4,119.0,6213,16450000,4678899
Stockholmskommun,Farsta,"Hammarögatan 26, 2 tr",4,93.0,5446,4555000,4678899
Stockholmskommun,Vällingby,Jämtlandsgatan 97 (Vån 8),2,66.0,3483,3320000,2886956
Stockholmskommun,Hornstull,"Hornstulls Strand 1, 2tr",3,76.0,3749,9000000,2886956
Stockholmskommun,Stureby,"Skönviksvägen 296, 3 tr",1,32.4,2239,2330000,1894308
Stockholmskommun,Kista,"Langelandsgatan 14, 1 tr",3,77.0,3956,2870000,2786407
Stockholmskommun,Ormkärr,Fjugestagränd 4,3,60.0,3729,2300000,2000000
Nackakommun,Jarlaberg,Fyrspannsvägen 46,3,75.0,5114,3495000,3495000
Stockholmskommun,Fredhäll,Runiusgatan 9,2,47.0,2019,3300000,3495000
Stockholmskommun,Aspudden,Typografvägen 2 högst upp,2.5,42.0,2692,3450000,2948717
Stockholmskommun,Bromma,Drottningholmsvägen 256,3,77.0,4518,5000000,4807692
Stockholmskommun,Vasastaden,"Sonja Kovalevskys Gata 8, 7 tr",3,60.5,2841,6700000,6261682
Stockholmskommun,Bromma,"Brålunden 18, 2 tr",2.5,63.0,2602,4770000,4008403
Stockholmskommun,Södermalm,Metargatan 9,2,31.0,2067,3160000,2953271
Stockholmskommun,Husby,"Stavangergatan 46, våning 2",4,91.0,6063,2420000,2283018
Stockholmskommun,Mariehäll,Klintbacken 2,5,105.0,5262,6200000,6019417
Stockholmskommun,RågsvedHögdalenHagsätra,Bjursätragatan 6 - ACCEPTERAT PRIS!,2,32.0,2099,1650000,1650000
Stockholmskommun,Enskede,Dalgränd 52,3,87.0,5420,3495000,3495000
Solnakommun,Råsunda,"Lilla gatan 4A, 4tr",1.5,48.0,3341,2700000,2647058
Stockholmskommun,Midsommarkransen,"Tellusborgsvägen 33, vån 2",2,53.0,2546,3610000,3342592
Nackakommun,Orminge,Skarpövägen 21,3,81.0,4454,2310000,2287128
Stockholmskommun,Spånga,"Bärkingeplan 17, 1 tr",4,109.0,6668,2200000,2095238
Stockholmskommun,Södermalm,Katarina Bangata 67,1,28.0,1578,2450000,2450000
Stockholmskommun,Vasastan,"Sonja Kovalevskys Gata 11, ACCEPTERAT PRIS",2,63.0,3150,6395000,6395000
Sollentunakommun,Edsberg,Kruthornsvägen 56B,3,74.0,4489,2100000,2058823
Nackakommun,Sickla,Atlasvägen 41,3,64.0,2947,4700000,3983050
Stockholmskommun,Björkhagen,Skanörvägen 10,5,111.0,6577,8425000,7200854
Stockholmskommun,Björkhagen,Båstadsvägen 2,2,56.0,3229,4400000,3358778
Stockholmskommun,Östermalm,Sandhamnsgatan 39,2.5,75.0,4772,6500000,6250000
Stockholmskommun,Vasastan,"Vikingagatan 45, 3tr",3,88.0,4268,8600000,8514851
Stockholmskommun,Liljeholmen,"Nybohovsgränd 13, 3 / 3tr",4,80.0,3688,5200000,4684684
Sundbybergskommun,CentralaSundbyberg,Ängsstigen 20,2,47.0,3373,2525000,2295454
Stockholmskommun,Gröndal,"Ekensbergsvägen 118, 2tr",3,66.0,3683,4840000,4000000
Stockholmskommun,Vasastan,"Ynglingagatan 27, 2,5tr.",2,57.0,2625,6320000,5906542
Sundbybergskommun,Rissne,Bergshöjden 4,1,28.7,1609,1645000,1645000
Stockholmskommun,Östermalm,Brantingsgatan 22,1.5,32.0,1879,3050000,2798165
Stockholmskommun,Liljeholmskajen,Nybodaringen 47,2,56.0,4941,3300000,2999999
Solnakommun,Råsunda,Södra Långgatan 34,2,44.8,1560,2900000,2500000
Stockholmskommun,Bromma,Alpvägen 14,3,80.0,5119,4700000,4476190
Stockholmskommun,Hammarbyhöjden,Hasselquistvägen 7,2,50.0,2994,3400000,3238095
Stockholmskommun,Bromma,Hoburgsstigen 12,2,46.0,2651,2795000,2795000
Stockholmskommun,Gubbängen,"Knektvägen 15, 4 tr",1,25.0,1559,2075000,1995192
Stockholmskommun,Liljeholmskajen,Sjöviksbacken 49,4,91.0,5061,7400000,6491228
Stockholmskommun,Södermalm,"Bjurholmsgatan 37, 1 tr (vån 2)",1,40.0,2037,3350000,3350000
Stockholmskommun,Vällingby,"Jämtlandsgatan 107, Vån 2 (11024 / 1104) Fönsterbröstningshöjd 1,5 m",2,66.0,3483,3080000,2588235
Stockholmskommun,Vasastan,"Robert Almströmsgatan 4, 1tr",2,44.0,2349,5125000,4701834
Stockholmskommun,Kungsholmen,"Kungsklippan 22, 3tr",2,33.0,2823,3503333,2994301
Stockholmskommun,Södermalm,Helgalunden 1,2.5,58.0,3895,5670000,4930434
Stockholmskommun,Vasastan,"Karlbergsvägen 43A, 2tr",2,41.3,1511,4630000,4209090
Stockholmskommun,Husby,Stavangergatan 20,3,76.0,4909,2160000,1894736
Stockholmskommun,Farsta,Larsbodavägen 110,2,56.0,3911,2570000,2177966
Stockholmskommun,Hjorthagen,"Älvkarleövägen 18, 3 tr",2,44.2,3050,3700000,3162393
Stockholmskommun,Hammarbyhöjden,"Finn Malmgrens väg 61, 3 tr",2,47.0,3880,3150000,2837837
Stockholmskommun,Vasastan,Karlbergsvägen 23,1,25.0,944,2750000,2644230
Stockholmskommun,Kungsholmen,"Svarvargatan 14, 1 tr",4,109.0,3701,11450000,11116504
Sollentunakommun,Edsberg,"Flintlåsvägen 13, bv",2,61.5,3494,1925000,1905940
Sollentunakommun,Edsberg,Viltstigen 4,1,35.0,2621,1700000,1700000
Sundbybergskommun,CentralaSundbyberg,Vintergatan 3A,3,74.0,3523,6500000,6500000
Stockholmskommun,Midsommarkransen,"Responsgatan 5, vån 1",3,61.0,3617,5170000,4237704
Stockholmskommun,NorraÄngby,Björketorpsvägen 11,2,57.0,3568,2430000,2250000
Solnakommun,Råsunda,Edvin Adolphsons väg 12,3,70.5,4650,5850000,5318181
Stockholmskommun,Högdalen,Skebokvarnsvägen 308,2,38.0,2339,2130000,1901785
Stockholmskommun,Vasastaden,Hälsingegatan 61,1.5,35.0,2175,5500000,5140186
Stockholmskommun,Östermalm,"Studentbacken 1, 8 tr",2,45.0,2488,4375000,4247572
Stockholmskommun,Södermalm,"Götgatan 101A, 4 / 4 tr ÖG",2,35.0,1597,3800000,3584905
Stockholmskommun,Södermalm,"Bondegatan 46, 5 tr",1,32.0,1836,3500000,3181818
Stockholmskommun,Hässelby,Medsolsbacken 17,4,101.0,5635,4000000,3181818
Solnakommun,VästraSkogen,"Infanterigatan 11, 8 tr",2,56.5,2982,2950000,2500000
Stockholmskommun,Blackeberg,"Karen Blixens Gata 5, vån 8 - ACCEPTERAT PRIS!",2,50.0,3088,2650000,2623762
Stockholmskommun,Bandhagen,Trollesundsvägen 165,2,61.5,3572,2400000,2068965
Stockholmskommun,Husby,"Stavangergatan 22, våning 3",3,80.0,5525,2225000,1986607
Stockholmskommun,Östermalm,"Storskärsgatan 6, 3tr",1.5,36.0,1388,3650000,2991803
Stockholmskommun,Kungsholmen,"Alströmergatan 32D, 2tr",1,28.0,1534,2850000,2688679
Stockholmskommun,Vasastan,Holländargatan 9A,1,32.0,1795,4050000,3584070
Stockholmskommun,Kista,Borgarfjordsgatan 21B,2,52.0,3420,2600000,2600000
Nackakommun,Saltängen,Beckasinvägen 43B,2,50.0,2906,2750000,2600000
Nackakommun,Saltsjöbaden,Fidravägen 49,3,72.0,4129,2270000,2247524
Stockholmskommun,Bromma,Bårdgränd 8,2,43.0,2007,2470000,2185840
Stockholmskommun,Kungsholmen,"Sysslomansgatan 22, Vån 1, Mot Gård",2,33.0,2030,3150000,2971698
Stockholmskommun,Birkastan,Norrbackagatan 5A,2,42.0,1507,4800000,4403669
Stockholmskommun,Beckomberga,Beckomberga Allé 16,3,80.0,4845,4600000,4000000
Stockholmskommun,Birkastan,Robert Almströmsgatan 7,3,80.0,3394,9500000,8189655
Stockholmskommun,Östermalm,Riddargatan 51 A,3,92.0,3337,20030000,18896226
Stockholmskommun,Årsta,Bolmensvägen 35,2,41.0,2998,2900000,18896226
Stockholmskommun,Mariehäll,Kratsbodavägen 36,1,23.0,1716,2050000,1752136
Nackakommun,Saltängen,Ugglevägen 15A,3,73.5,5306,2350000,2079646
Stockholmskommun,Hägersten,Utkiksbacken 23,4,81.0,4667,6425000,6177884
Stockholmskommun,Rågsved,Bjursätragatan 33 1tr,2,42.0,2784,1920000,1900990
Stockholmskommun,LillaEssingen,"Primusgatan 82, 1tr",2,50.5,3330,4000000,4000000
Stockholmskommun,Johannesfred,"Ståltrådsvägen, 16",2,57.0,2806,3075000,2847222
Stockholmskommun,Stureby,Tussmötevägen 134B,2,51.0,3422,3300000,2999999
Stockholmskommun,Vasastan,"Karlbergsvägen 53A, ög",3,68.0,2723,8300000,7904761
Nackakommun,Tollare,"Tollare Ängsväg 24, 4tr",3,64.5,3660,4150000,3807339
Stockholmskommun,Vällingby,Abiskovägen 30,1,42.0,2281,1630000,1567307
Stockholmskommun,Farsta,Ölmevägen 14,2,64.0,3414,2430000,2189189
Nackakommun,Alphyddan,"Alphyddevägen 43, -2tr",2,44.2,2605,2900000,2500000
Nackakommun,Nacka,Winborgs väg 7,3,58.0,3384,4500000,3982300
Stockholmskommun,Vasastan,Surbrunnsgatan 37,1,28.0,1416,3620000,3094017
Stockholmskommun,Johannesfred,Ståltrådsvägen 20,2,46.0,2310,2750000,2391304
Stockholmskommun,Vasastan,Tulegatan 5 B,2,62.0,4018,7150000,6809523
Stockholmskommun,Högdalen,"Önskehemsgatan 10, 1tr",2,59.0,3513,2095000,2095000
Stockholmskommun,Vasastan,"Tulegatan 42, 3 tr",2.5,49.0,2291,4750000,4750000
Stockholmskommun,Midsommarkransen,"Dansbanevägen 20, 2 tr",3,60.0,3214,3400000,3400000
Stockholmskommun,Ålsten,Ålstensgatan 25A,3,84.0,4941,8600000,7288135
Solnakommun,Arenastaden,"Evenemangsgatan 40, vån 18",3,69.0,3739,5600000,5283018
Stockholmskommun,Gamla Stan,Ankargränd 2,3,71.0,1692,8550000,7916666
Stockholmskommun,Farsta,Lysviksgatan 59c,4,88.0,4442,4150000,2985611
Stockholmskommun,Farsta,"Grumsgatan 3, 3 tr",3,75.0,4282,3500000,2777777
Sundbybergskommun,CentralaSundbyberg,Eliegatan 13,3,68.5,2736,4250000,4207920
Nackakommun,Tollare,Tollare Strand 1,2,54.5,2967,4000000,4000000
Stockholmskommun,Liljeholmskajen,Sjöviksvägen 128,3,88.0,4434,10000000,8264462
Stockholmskommun,Östermalm,Sandhamnsgatan 13,2,37.0,2833,3750000,3504672
Stockholmskommun,Farsta,"Hammarögatan 26, 4 tr",1,34.0,2398,2150000,2150000
Stockholmskommun,Kungsholmen,Celsiusgatan 8,1,27.5,1381,3050000,2500000
Stockholmskommun,Katarina,Åsögatan 98,1,27.0,1876,2750000,2750000
Stockholmskommun,Farsta,"Hammarögatan 26, 3 tr",4,93.0,5446,4650000,4650000
Stockholmskommun,NorraDjurgårdsstaden,Jaktgatan 33 våning 4 av 4,1,35.0,1896,3325000,3259803
Stockholmskommun,Högalid,Högalidsgatan 38D,2,45.0,1851,4800000,4403669
Stockholmskommun,NorrMälarstrand,"Sven Rinmans gata 3, 5tr",4.5,111.0,6393,14600000,14600000
Stockholmskommun,Hägerstensåsen,Inteckningsvägen 60,2,43.0,2996,2970000,2200000
Sundbybergskommun,Hallonbergen,"Bergshöjden 30, Accepterat pris!",3,82.1,4605,2700000,2621359
Stockholmskommun,Hagsätra,"Hallsbergsgatan 22, 1tr",2,49.0,3429,2020000,1870370
Stockholmskommun,Kungsholmen,"Rålambshovsleden 44, vån 8",3,84.0,4550,9250000,7773109
Stockholmskommun,Södermalm,"Anders Reimers väg 10, 3 tr",1,30.0,2056,3170000,2686440
Stockholmskommun,Midsommarkransen,"Tellusborgsvägen 79, vån 2",2,44.0,2590,3410000,2865546
Stockholmskommun,Liljeholmskajen,Sjöviksbacken 5,4,99.0,5107,11300000,10462962
Stockholmskommun,Bredäng,Järnbärarvägen 2,4,102.0,5160,3900000,3482142
Sollentunakommun,Tureberg,Turebergs allé 24,1.5,44.0,2750,2350000,2259615
Stockholmskommun,Bromma,Grindstuvägen 28,4,102.0,5017,8000000,8000000
Stockholmskommun,Älvsjö,"Kabelverksgatan 32, vån 10",4,95.0,4944,6300000,5833333
Solnakommun,Frösunda,Pomonagatan 1,4,106.1,4630,5995000,5995000
Nackakommun,Orminge,Ormingeringen 60C,2,60.0,3836,2200000,1999999
Stockholmskommun,Hammarbyhöjden,Mariestadsvägen 25,3,66.0,4720,5750000,4492187
Nackakommun,Ektorp,Tranvägen 4,5,114.5,4749,5550000,5495049
Solnakommun,Råsunda,Näckrosvägen 35,2,56.5,3351,4000000,3603603
Nackakommun,Ektorp,"Edinsvägen 3, 9 tr",1,28.0,1902,2000000,1754385
Stockholmskommun,HammarbySjöstad,"Henriksdalsallén 31, 2tr",4,102.5,4229,8000000,7476635
Stockholmskommun,Södermalm,"Tjustgatan 4, vån 5",2,32.0,2791,3230000,2990740
Solnakommun,Råsunda,Vasavägen 6,2,59.0,3669,3420000,3081081
Sollentunakommun,Häggvik,Sollentunavägen 297,1,35.0,2085,2075000,1995192
Nackakommun,Ektorp,Gamla Landsvägen 13,4,106.8,6362,5250000,5198019
Stockholmskommun,Hammarbyhöjden,Malmövägen 30,2,51.0,3482,4200000,3500000
Stockholmskommun,Västertorp,"Slalomvägen 34, 3tr",2,54.0,3044,3200000,2500000
Stockholmskommun,Sköndal,Bagarfruvägen 91,4,81.5,5410,4250000,3601694
Stockholmskommun,Spånga,Elinsborgsbacken 42,3,81.0,5723,2000000,1886792
Stockholmskommun,Gröndal,"Fregattvägen 76, 1tr",2,53.0,3691,3800000,3392857
