link,region,location,street_address,num_of_rooms,size,fee,price
https://www.hemnet.se/bostad/lagenhet-1rum-sala-backe-uppsala-kommun-fyrislundsgatan-23b-19351226,Sala Backe,SalaBacke,Fyrislundsgatan23B,1,34.0,2752,1375000
"https://www.hemnet.se/bostad/lagenhet-1rum-kungsangen-uppsala-kommun-tullgarnsgatan-11,-van-8-19422075",Kungsängen,Kungsängen,Tullgarnsgatan11,1,26.0,2013,1695000
https://www.hemnet.se/bostad/lagenhet-3rum-ekeby-uppsala-kommun-kopenhamnsgatan-13-19433375,Ekeby,Ekeby,Köpenhamnsgatan13,3,78.5,3424,2495000
https://www.hemnet.se/bostad/lagenhet-2rum-arsta-uppsala-kommun-kamomillgatan-16-19462977,Årsta,Årsta,Kamomillgatan16,2,63.0,3798,1449000
https://www.hemnet.se/bostad/lagenhet-2rum-kapellgardet-uppsala-kommun-portalgatan-4g-19462521,Kapellgärdet,Kapellgärdet,Portalgatan4G,2,67.0,4069,2495000
https://www.hemnet.se/bostad/lagenhet-1rum-uppsala-uppsala-kommun-swedenborgsgatan-34b-19462302,Uppsala,Uppsala,Swedenborgsgatan34B,1,36.0,2531,1675000
https://www.hemnet.se/bostad/lagenhet-3rum-loten-uppsala-kommun-bellmansgatan-72-19462345,LÖTEN,LÖTEN,Bellmansgatan72,3,81.5,4469,2175000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-framre-luthagen-uppsala-kommun-gluntens-grand-4b-19461982",Främre Luthagen,FrämreLuthagen,GluntensGränd4B,1.5,34.0,1918,1895000
https://www.hemnet.se/bostad/lagenhet-1rum-sommarro-uppsala-kommun-lindsbergsgatan-13-c-19462795,Sommarro,Sommarro,Lindsbergsgatan13C,1,24.2,1541,1295000
https://www.hemnet.se/bostad/lagenhet-1rum-nyby-uppsala-kommun-viktor-rydbergsgatan-38-19463336,Nyby,Nyby,ViktorRydbergsgatan38,1,41.0,2374,1450000
https://www.hemnet.se/bostad/lagenhet-1rum-lanna-bruk-uppsala-kommun-lanna-bruksgata-8-18922622,Länna Bruk,LännaBruk,LännaBruksgata8,1,36.0,1868,950000
https://www.hemnet.se/bostad/lagenhet-1rum-rosendal-uppsala-kommun-rosendalsvagen-12-19404196,Rosendal,Rosendal,Rosendalsvägen12,1,27.0,1413,1795000
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-uppsala-uppsala-kommun-kungsgatan-65a-19418697,Centrum Uppsala,CentrumUppsala,Kungsgatan65A,2,45.5,2866,2195000
https://www.hemnet.se/bostad/lagenhet-1rum-salabacke-uppsala-kommun-apelgatan-9a-19428515,Salabacke,Salabacke,Apelgatan9A,1,39.0,2335,1495000
https://www.hemnet.se/bostad/lagenhet-2rum-sommarro-uppsala-kommun-lindsbergsgatan-11b-19461977,Sommarro,Sommarro,Lindsbergsgatan11B,2,53.3,3220,2095000
https://www.hemnet.se/bostad/lagenhet-3rum-kapellgardet-uppsala-kommun-portalgatan-68-19419757,Kapellgärdet,Kapellgärdet,Portalgatan68,3,77.0,3955,2995000
https://www.hemnet.se/bostad/lagenhet-4rum-falhagen-uppsala-kommun-osterangsgatan-22-d-19063997,Fålhagen,Fålhagen,Österängsgatan22D,4,86.6,4250,3195000
"https://www.hemnet.se/bostad/lagenhet-2rum-sala-backe-uppsala-kommun-ritargatan-1a,-2tr-19462138",Sala Backe,SalaBacke,Ritargatan1A,2,59.4,2923,1695000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-luthagen-uppsala-kommun-tiundagatan-49-19461765",Luthagen,Luthagen,Tiundagatan49,1.5,45.2,2776,1795000
https://www.hemnet.se/bostad/lagenhet-1rum-sodra-rosendal-uppsala-kommun-torgny-segerstedts-alle-27-19427655,Södra Rosendal,SödraRosendal,TorgnySegerstedtsAllé27,1,32.0,1675,1795000
"https://www.hemnet.se/bostad/lagenhet-1rum-framre-luthagen-uppsala-kommun-luthagsesplanaden-17a,-van-4-4-18905057",Främre Luthagen,FrämreLuthagen,Luthagsesplanaden17A,1,30.0,1345,1895000
https://www.hemnet.se/bostad/lagenhet-2rum-sunnersta-uppsala-kommun-rodhakevagen-16-19439335,Sunnersta,Sunnersta,Rödhakevägen16,2,50.2,3413,1895000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-vaderkvarnsgatan-42c-19461777,Fålhagen,Fålhagen,Väderkvarnsgatan42C,1,44.0,2061,2095000
"https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-norrtaljegatan-1a,-2tr-19462083",Fålhagen,Fålhagen,Norrtäljegatan1A,1,36.0,2685,1995000
https://www.hemnet.se/bostad/lagenhet-2rum-almunge-uppsala-kommun-lillsjovagen-6c-19461645,Almunge,Almunge,Lillsjövägen6C,2,66.0,3702,1420000
https://www.hemnet.se/bostad/lagenhet-1rum-framre-luthagen-uppsala-kommun-gotgatan-10-b-19462380,Främre Luthagen,FrämreLuthagen,Götgatan10B,1,21.0,1069,1695000
https://www.hemnet.se/bostad/lagenhet-1rum-sala-backe-uppsala-kommun-murargatan-30a-19462398,Sala Backe,SalaBacke,Murargatan30A,1,40.0,2046,1650000
"https://www.hemnet.se/bostad/lagenhet-2rum-kapellgardet-uppsala-kommun-portalgatan-25,-van-6-19462498",Kapellgärdet,Kapellgärdet,Portalgatan25,2,67.0,3710,2195000
https://www.hemnet.se/bostad/lagenhet-2rum-granby-uppsala-kommun-rabyvagen-55a-19217235,Gränby,Gränby,Råbyvägen55A,2,54.0,3446,1795000
https://www.hemnet.se/bostad/lagenhet-1rum-luthagen-uppsala-kommun-jumkilsgatan-7a-19429776,Luthagen,Luthagen,Jumkilsgatan7A,1,41.0,2664,1995000
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-uppsala-kommun-slottsgrand-2d-18589535,Centrum,Centrum,Slottsgränd2D,2,44.8,2885,2695000
https://www.hemnet.se/bostad/lagenhet-2rum-falhagen-uppsala-kommun-petterslundsgatan-25-19462137,Fålhagen,Fålhagen,Petterslundsgatan25,2,45.0,2291,1600000
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-uppsala-kommun-skolgatan-20c-19462335,Centrum,Centrum,Skolgatan20C,3,76.5,3698,2995000
https://www.hemnet.se/bostad/lagenhet-1rum-kapellgardet-uppsala-kommun-rabyvagen-82-19431715,Kapellgärdet,Kapellgärdet,Råbyvägen82,1,33.5,2462,1650000
https://www.hemnet.se/bostad/lagenhet-3rum-kapellgardet-uppsala-kommun-kantorsgatan-7-19461678,Kapellgärdet,Kapellgärdet,Kantorsgatan7,3,71.0,4847,2695000
https://www.hemnet.se/nybyggnadsprojekt/centrala-uppsala-kungsgatan-66-fyra-18040315,Centrala Uppsala,CentralaUppsala,Kungsgatan66fyra,1,33.0,fr.3300,2050000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-uppsala-uppsala-kommun-fankalsgatan-15-19062315",Uppsala,Uppsala,Fänkålsgatan15,1.5,43.0,2648,1495000
https://www.hemnet.se/bostad/lagenhet-4rum-slavsta-uppsala-kommun-stalgatan-44-19460718,Slavsta,Slavsta,Stålgatan44,4,94.0,6241,2495000
https://www.hemnet.se/bostad/lagenhet-4rum-framre-luthagen-uppsala-kommun-luthagsesplanaden-23-a-19460561,FRÄMRE LUTHAGEN,FRÄMRELUTHAGEN,Luthagsesplanaden23A,4,111.0,4718,4395000
https://www.hemnet.se/bostad/lagenhet-1rum-kungsangen-uppsala-kommun-ostra-agatan-105-19305835,Kungsängen,Kungsängen,ÖstraÅgatan105,1,34.5,2018,1895000
https://www.hemnet.se/bostad/lagenhet-2rum-slavsta-uppsala-kommun-mariedalsgatan-8-19460175,Slavsta,Slavsta,Mariedalsgatan8,2,60.0,4243,1750000
https://www.hemnet.se/bostad/lagenhet-3rum-norby-uppsala-kommun-malma-stenvag-2-19460795,Norby,Norby,Malmastenväg2,3,63.5,4118,2100000
https://www.hemnet.se/bostad/lagenhet-2rum-hoganas-uppsala-kommun-vaksalagatan-40-a-19461336,Höganäs,Höganäs,Vaksalagatan40A,2,65.9,3516,2495000
https://www.hemnet.se/bostad/lagenhet-2rum-arsta-uppsala-kommun-fankalsgatan-6-19460763,Årsta,Årsta,Fänkålsgatan6,2,63.0,3915,1675000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-kantorsgatan-5-18298355,Uppsala,Uppsala,Kantorsgatan5,3,71.0,4778,2650000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-kantorsgatan-5-18298655,Uppsala,Uppsala,Kantorsgatan5,3,73.0,4887,2795000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-kantorsgatan-5-18298098,Uppsala,Uppsala,Kantorsgatan5,2,56.0,3958,2195000
https://www.hemnet.se/bostad/lagenhet-1rum-uppsala-kommun-kantorsgatan-5-18298995,Uppsala,Uppsala,Kantorsgatan5,1,35.0,2811,1750000
https://www.hemnet.se/bostad/lagenhet-1rum-luthagen-uppsala-kommun-dalgatan-5c-19461178,Luthagen,Luthagen,Dalgatan5C,1,33.6,2224,2195000
https://www.hemnet.se/bostad/lagenhet-3rum-ekeby-flogsta-uppsala-kommun-flogstavagen-5-d-19461239,Ekeby/ Flogsta,Ekeby,Flogstavägen5D,3,76.3,6402,1995000
https://www.hemnet.se/bostad/lagenhet-1rum-ovre-slotts-uppsala-kommun-s-t-olofsgatan-12-19460135,Övre Slotts,ÖvreSlotts,S:tOlofsgatan12,1,39.0,2211,1995000
https://www.hemnet.se/bostad/lagenhet-2rum-luthagen-uppsala-kommun-geijersgatan-44-b-19324259,Luthagen,Luthagen,Geijersgatan44B,2,49.0,3177,1995000
"https://www.hemnet.se/nybyggnadsprojekt/kvarntorget-skiffertornet,-uppsala-17490295",Kvarntorget,Kvarntorget,Skiffertornet,2,46.0,fr.3775,1950000
https://www.hemnet.se/bostad/lagenhet-2rum-tunabackar-uppsala-kommun-tunagatan-7f-19411975,Tunabackar,Tunabackar,Tunagatan7F,2,57.0,2961,1995000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-luthagen-uppsala-kommun-geijersgatan-25c-19454196",Luthagen,Luthagen,Geijersgatan25C,1.5,44.0,3082,2195000
https://www.hemnet.se/bostad/lagenhet-2rum-framre-luthagen-centrum-uppsala-kommun-gotgatan-2-19445136,Främre Luthagen/Centrum,FrämreLuthagen,Götgatan2,2,46.0,2846,2595000
https://www.hemnet.se/bostad/lagenhet-3rum-gottsunda-uppsala-kommun-altfiolsvagen-15-19036423,Gottsunda,Gottsunda,Altfiolsvägen15,3,101.0,5504,1495000
https://www.hemnet.se/bostad/lagenhet-1rum-uppsala-uppsala-kommun-eskilsgatan-3a-19235915,Uppsala,Uppsala,Eskilsgatan3A,1,20.0,1614,1400000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-centrum-uppsala-kommun-baverns-grand-15a-19331396",Centrum,Centrum,Bävernsgränd15A,1.5,41.0,1613,2150000
https://www.hemnet.se/bostad/lagenhet-3rum-svartbacken-uppsala-kommun-svartbacksgatan-96a-19457637,Svartbäcken,Svartbäcken,Svartbäcksgatan96A,3,73.0,4207,2495000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-rosendal-uppsala-kommun-vardsatravagen-3f-19457956",Rosendal,Rosendal,Vårdsätravägen3F,1.5,35.0,2039,1895000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-falhagen-uppsala-kommun-vaksalagatan-38b-19457758",Fålhagen,Fålhagen,Vaksalagatan38B,1.5,48.0,2822,1950000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-uppsala-kommun-rabyvagen-55c-19457359,Uppsala,Uppsala,Råbyvägen55C,3,73.0,4289,2195000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-uppsala-kommun-fyrisvallsgatan-3a-19458035,Uppsala,Uppsala,Fyrisvallsgatan3A,3,76.0,5094,2495000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-uppsala-kommun-st-olofsgatan-28c-19457338,Uppsala,Uppsala,St:Olofsgatan28C,2,64.7,4711,2195000
https://www.hemnet.se/bostad/lagenhet-2rum-kungsangen-industristaden-uppsala-kommun-sallargatan-4-19457517,Kungsängen/Industristaden,Kungsängen,Sållargatan4,2,55.0,3209,2795000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-uppsala-kommun-dimgatan-25-19457935,Uppsala,Uppsala,Dimgatan25,3,75.5,4182,1995000
https://www.hemnet.se/bostad/lagenhet-4rum-uppsala-uppsala-kommun-tovadersgatan-22-19457857,Uppsala,Uppsala,Tövädersgatan22,4,89.0,4658,2095000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-uppsala-kommun-karlsrogatan-85a-19457777,Uppsala,Uppsala,Karlsrogatan85a,3,77.6,4804,2395000
https://www.hemnet.se/bostad/lagenhet-4rum-uppsala-uppsala-kommun-korvelgatan-18c-19457757,Uppsala,Uppsala,Körvelgatan18C,4,91.1,4332,2550000
https://www.hemnet.se/bostad/lagenhet-1rum-uppsala-uppsala-kommun-osterangsgatan-14e-19457915,Uppsala,Uppsala,Österängsgatan14E,1,32.0,1581,1295000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-uppsala-kommun-osterangsgatan-14e-19457895,Uppsala,Uppsala,Österängsgatan14E,3,67.0,2933,2295000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-uppsala-kommun-tryffelvagen-13-19457280,Uppsala,Uppsala,Tryffelvägen13,3,75.0,5679,2295000
https://www.hemnet.se/bostad/lagenhet-3rum-arsta-uppsala-kommun-korvelgatan-29a-19457756,Årsta,Årsta,Körvelgatan29A,3,79.7,4433,2195000
"https://www.hemnet.se/bostad/lagenhet-2,5rum-uppsala-uppsala-kommun-rabyvagen-84-19457796",Uppsala,Uppsala,Råbyvägen84,2.5,64.5,3834,2395000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-uppsala-kommun-bellmansgatan-2-19185136,Uppsala,Uppsala,Bellmansgatan2,2,67.0,3678,1725000
https://www.hemnet.se/nybyggnadsprojekt/granby-backe-meteorologen-13793615,Gränby backe,Gränbybacke,Meteorologen,1,31.0,fr.3000,1395000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-rickomberga-uppsala-kommun-polhemsgatan-2-19277901",Rickomberga,Rickomberga,Polhemsgatan2,1.5,46.0,3109,1795000
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-uppsala-kommun-skolgatan-43c-19456956,Centrum,Centrum,Skolgatan43C,3,93.0,4215,4495000
https://www.hemnet.se/bostad/lagenhet-4rum-arsta-uppsala-kommun-kummingatan-5c-19456616,Årsta,Årsta,Kummingatan5C,4,92.1,4369,2395000
https://www.hemnet.se/bostad/lagenhet-1rum-falhagen-uppsala-kommun-torkelsgatan-2c-19456835,Fålhagen,Fålhagen,Torkelsgatan2C,1,38.0,2670,1990000
https://www.hemnet.se/bostad/lagenhet-1rum-granby-uppsala-kommun-rabyvagen-53d-19456935,Gränby,Gränby,Råbyvägen53D,1,36.0,2398,1495000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-falhagen-uppsala-kommun-vaderkvarnsgatan-52c-19456736",Fålhagen,Fålhagen,Väderkvarnsgatan52C,1.5,63.0,3133,1995000
https://www.hemnet.se/bostad/lagenhet-2rum-sala-backe-uppsala-kommun-arstagatan-20a-19456915,Sala backe,Salabacke,Årstagatan20A,2,52.0,2953,1595000
https://www.hemnet.se/bostad/lagenhet-2rum-industristaden-uppsala-kommun-siktargatan-15-19456716,Industristaden,Industristaden,Siktargatan15,2,61.0,2900,1895000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-falhagen-uppsala-kommun-salagatan-42b-19456856",Fålhagen,Fålhagen,Salagatan42B,1.5,46.0,2498,1895000
"https://www.hemnet.se/bostad/lagenhet-1,5rum-svartbacken-uppsala-kommun-svartbacksgatan-101a-19456597",Svartbäcken,Svartbäcken,Svartbäcksgatan101A,1.5,40.0,3056,1495000
https://www.hemnet.se/bostad/lagenhet-1rum-bellman-uppsala-kommun-bellmansgatan-108-19456815,Bellman,Bellman,Bellmansgatan108,1,41.5,2338,995000
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-uppsala-kommun-skolgatan-20c-19375676,Centrum,Centrum,Skolgatan20C,2,62.6,3002,2395000
"https://www.hemnet.se/bostad/lagenhet-2,5rum-sala-backe-uppsala-kommun-arstagatan-45-19457055",Sala backe,Salabacke,Årstagatan45,2.5,64.0,3131,1795000
https://www.hemnet.se/bostad/lagenhet-3rum-luthagen-uppsala-kommun-klockargatan-18-19457035,Luthagen,Luthagen,Klockargatan18,3,79.0,5273,2295000
https://www.hemnet.se/bostad/lagenhet-2rum-arsta-uppsala-kommun-fyrislundsgatan-46-19456995,Årsta,Årsta,Fyrislundsgatan46,2,62.3,2303,1695000
https://www.hemnet.se/bostad/lagenhet-4rum-granby-uppsala-kommun-rabyvagen-53h-19456957,Gränby,Gränby,Råbyvägen53H,4,85.0,4756,2495000
https://www.hemnet.se/bostad/lagenhet-2rum-framre-luthagen-uppsala-kommun-gluntens-grand-4a-19456895,Främre Luthagen,FrämreLuthagen,GluntensGränd4A,2,40.0,2340,1995000
https://www.hemnet.se/bostad/lagenhet-1rum-luthagen-uppsala-kommun-geijersgatan-50b-19456975,Luthagen,Luthagen,Geijersgatan50B,1,28.7,2169,1495000
"https://www.hemnet.se/bostad/lagenhet-3,5rum-luthagen-uppsala-kommun-luthagsesplanaden-21b-19456875",Luthagen,Luthagen,Luthagsesplanaden21B,3.5,78.0,3711,2995000
https://www.hemnet.se/bostad/lagenhet-1rum-granby-uppsala-kommun-rabyvagen-53h-19456795,Gränby,Gränby,Råbyvägen53H,1,34.0,2402,995000
https://www.hemnet.se/bostad/lagenhet-1rum-rosendal-uppsala-kommun-rosendalsvagen-12-19456715,Rosendal,Rosendal,Rosendalsvägen12,1,27.0,1413,1795000
https://www.hemnet.se/nybyggnadsprojekt/rosendal-kvadratum-17513683,Rosendal,Rosendal,Kvadratum,1,35.0,fr.3300,1795000
https://www.hemnet.se/bostad/lagenhet-2rum-nyby-uppsala-kommun-fredrika-bremersgatan-22-18966159,Nyby,Nyby,FredrikaBremersgatan22,2,61.0,2869,1595000
https://www.hemnet.se/bostad/lagenhet-3rum-salabacke-uppsala-kommun-murargatan-22d-19039436,Salabacke,Salabacke,Murargatan22D,3,69.0,3444,1995000
https://www.hemnet.se/bostad/lagenhet-3rum-gottsunda-uppsala-kommun-cellovagen-5r-19455461,Gottsunda,Gottsunda,Cellovägen5R,3,82.0,4510,1495000
https://www.hemnet.se/bostad/lagenhet-2rum-rosendal-uppsala-kommun-soldathemsvagen-5-19456060,Rosendal,Rosendal,Soldathemsvägen5,2,39.0,1948,2295000
https://www.hemnet.se/bostad/lagenhet-3rum-kungsangen-industristaden-uppsala-kommun-industrigatan-35-19455919,Kungsängen/industristaden,Kungsängen,Industrigatan35,3,84.0,4510,3495000
https://www.hemnet.se/bostad/lagenhet-2rum-tunabackar-uppsala-kommun-fjardhundragatan-38-19456355,Tunabackar,Tunabackar,Fjärdhundragatan38,2,60.5,3411,1895000
https://www.hemnet.se/bostad/lagenhet-5rum-lindbacken-uppsala-kommun-vitmossvagen-199-19455920,Lindbacken,Lindbacken,Vitmossvägen199,5,124.0,4497,3895000
https://www.hemnet.se/bostad/lagenhet-2rum-granby-uppsala-kommun-granby-bilgata-18-19455520,Gränby,Gränby,Gränbybilgata18,2,59.5,3800,1695000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-salabacksgatan-7a-19455427,Uppsala,Uppsala,Salabacksgatan7A,3,76.0,4593,2395000
https://www.hemnet.se/nybyggnadsprojekt/norra-luthagen-normann-13548900,Norra Luthagen,NorraLuthagen,Normann,2,43.0,fr.2444,2095000
https://www.hemnet.se/bostad/lagenhet-4rum-uppsala-kommun-orgelgatan-4-18762456,Uppsala,Uppsala,Orgelgatan4,4,93.0,5570,3645000
https://www.hemnet.se/bostad/lagenhet-1rum-uppsala-kommun-orgelgatan-8-18853915,Uppsala,Uppsala,Orgelgatan8,1,34.0,2804,1640000
https://www.hemnet.se/bostad/lagenhet-5rum-uppsala-kommun-orgelgatan-8-18853935,Uppsala,Uppsala,Orgelgatan8,5,113.0,6441,4395000
https://www.hemnet.se/bostad/lagenhet-3rum-uppsala-kommun-orgelgatan-4-19160735,Uppsala,Uppsala,Orgelgatan4,3,72.0,4623,3045000
https://www.hemnet.se/bostad/lagenhet-2rum-uppsala-kommun-orgelgatan-8-18656476,Uppsala,Uppsala,Orgelgatan8,2,42.0,3296,1995000
https://www.hemnet.se/bostad/lagenhet-3rum-gunsta-uppsala-kommun-hjulaxelvagen-186-19255539,Gunsta,Gunsta,Hjulaxelvägen186,3,72.0,4013,2310000
https://www.hemnet.se/bostad/lagenhet-6rum-ostra-salabacke-uppsala-kommun-johannesbacksgatan-15e-19450855,Östra Salabacke,ÖstraSalabacke,Johannesbäcksgatan15E,6,137.0,7215,4995000
https://www.hemnet.se/bostad/lagenhet-3rum-centrala-uppsala-uppsala-kommun-linnegatan-5b-19379136,Centrala Uppsala,CentralaUppsala,Linnégatan5B,3,74.0,3618,3550000
https://www.hemnet.se/bostad/lagenhet-1rum-rosendal-uppsala-kommun-rosendalsvagen-12-19445035,Rosendal,Rosendal,Rosendalsvägen12,1,27.0,1321,1690000
https://www.hemnet.se/bostad/lagenhet-1rum-hoganas-uppsala-kommun-s-t-olofsgatan-62a-19443995,Höganäs,Höganäs,S:tOlofsgatan62A,1,40.0,1896,2095000
https://www.hemnet.se/bostad/lagenhet-4rum-rosendal-uppsala-kommun-lydia-wahlstroms-gata-18228295,Rosendal,Rosendal,LydiaWahlströmsGata,4,93.0,5225,3998000
https://www.hemnet.se/bostad/lagenhet-3rum-rosendal-uppsala-kommun-lydia-wahlstroms-gata-18451163,Rosendal,Rosendal,LydiaWahlströmsGata,3,86.0,4950,3798000
