region,location,street_address,num_of_rooms,size,fee,final_price,initial_price
Stockholmskommun,Bromma,Gustav III:s väg 76,3,83 ,2424,5100000,4811320
Sundbybergskommun,LägenhetLägenhetUrsvik,Boplatsvägen 2,4,85 ,4725,4635000,4291666
Stockholmskommun,LägenhetLägenhetHägersten,Klubbacken 39,2,51 ,2862,3300000,2796610
Stockholmskommun,Södermalm,"Åsögatan 191, 1 tr",1,36 ,1921,3550000,2958333
Stockholmskommun,LägenhetLägenhetSkärmarbrink,Thunbergsgatan 35,3,68 ,4466,5300000,4491525
Solnakommun,LägenhetLägenhetHuvudsta,"Göran Perssons Väg 3, vån 2",3,83 ,4839,4200000,4491525
Stockholmskommun,LägenhetLägenhetAnnedal,"Krakel Spektakels Gata 2, 4 tr",4,123 ,5463,6995000,6995000
Sollentunakommun,LägenhetLägenhetRotebro,Vasavägen 84A,3,76 ,4293,2300000,2149532
Stockholmskommun,LägenhetLägenhetAspudden,"Jarl Kulles gata 3, vån 2 av 5",2.5,63 ,3493,4730000,4077586
Stockholmskommun,LägenhetLägenhetGamlaEnskede,Nynäsvägen 313,1,45.5 ,2843,3200000,2500000
Stockholmskommun,LägenhetLägenhetFruängen,Fruängsgatan 39,4,108.7 ,5280,6075000,5955882
Stockholmskommun,LägenhetLägenhetMinneberg,Svartviksslingan 73,2.5,63.5 ,3472,5260000,4495726
Stockholmskommun,Vasastan,Sveavägen 89,1,40.5 ,2020,3800000,2992125
Stockholmskommun,LägenhetLägenhetÅrsta,Gullmarsvägen 81,2,54 ,3113,3650000,3201754
Stockholmskommun,Östermalm,"Melodislingan 18, 4 tr",2,44 ,3503,5200000,5098039
Stockholmskommun,LägenhetLägenhetBagarmossen,Emågatan 12,4,75 ,4501,4500000,4500000
Nackakommun,LägenhetLägenhetOrminge,Betsövägen 8,2,54 ,3498,2160000,2160000
Stockholmskommun,Hässelby,Aprikosgatan 82,2,57.5 ,4652,2050000,1898148
Solnakommun,Råsunda,"Gustafsvägen 12, 2 tr",3,65 ,2862,4175000,3976190
Solnakommun,LägenhetLägenhetNäckrosen,Näckrosvägen 28,2,53 ,3332,3600000,3000000
Nackakommun,LägenhetLägenhetÖstraOrminge,Storholmsvägen 50,6,115.5 ,6489,4800000,4705882
Solnakommun,LägenhetLägenhetSolna,"Fridensborgsvägen 113, egen uteplats!",1.5,31 ,2232,2200000,2075471
Sundbybergskommun,LägenhetLägenhetCentralaSundbyberg,Tulegatan 6E,1.5,37 ,2017,2750000,2291666
Stockholmskommun,Kungsholmen,"Wennerbergsgatan 6b, 6tr",2,49 ,2460,3875000,3799019
Stockholmskommun,LägenhetLägenhetÖrbySlott,Tosterövägen 9,3,69.5 ,3741,3350000,2791666
Nackakommun,LägenhetLägenhetNacka,"Trillans väg 47, 2tr",4,94.5 ,5894,4600000,3898305
Stockholmskommun,Södermalm,"Mosebacke torg 8 A, 2 tr",5,101 ,5668,12500000,12500000
Nackakommun,LägenhetLägenhetFinntorp,"Becksjudarvägen 33, 2tr",2,52 ,3015,2650000,2500000
Stockholmskommun,LägenhetLägenhetRiksby,Mattvägen 7,3,72 ,4485,4400000,4313725
Nackakommun,LägenhetLägenhetKvarnholmen,Mjölnarvägen 22,3.5,111.5 ,3901,8500000,8500000
Stockholmskommun,LägenhetLägenhetHökarängen,"Pepparvägen 62, 3 tr",4,91 ,5460,4740000,4194690
Stockholmskommun,LägenhetLägenhetBandhagen,"Fågelstavägen 20, vån 3 av 3",2,55.5 ,3510,2600000,2166666
Stockholmskommun,LägenhetLägenhetHögdalen,Stenkvistavägen 12,2,49.5 ,3152,2700000,2700000
Stockholmskommun,Vasastan,Tre Liljor 5,2,37 ,1854,4100000,3980582
Stockholmskommun,LägenhetLägenhetLiljeholmskajen,Sjöviksbacken 5,3,84 ,4482,6350000,5772727
Stockholmskommun,Hässelby,Medsolsbacken 17 (Vån 1),4,100 ,5610,3450000,3254716
Stockholmskommun,LägenhetLägenhetVästertorp,Piruettvägen 4 - UNDERHAND,2,63 ,3866,3750000,3254716
Stockholmskommun,LägenhetLägenhetGloben,Bildhuggarvägen 15,2,39 ,2778,2860000,2486956
Nackakommun,LägenhetLägenhetSaltsjöbadenLjuskärrsberget,Ljuskärrsvägen 63,3.5,78 ,3944,3200000,3200000
Stockholmskommun,LägenhetLägenhetGubbängen,Bordsvägen 27,1,41 ,2239,2410000,2190909
Solnakommun,Hagastaden,Fogdevreten 6,2,55 ,3477,3150000,2739130
Stockholmskommun,Södermalm,"Lundagatan 36E, 2tr",2,36 ,1846,3495000,3495000
Stockholmskommun,Vasastan,"Upplandsgatan 28, 5 tr",5,125.5 ,6222,13500000,13500000
Stockholmskommun,LägenhetLägenhetÄlvsjö,Långsjövägen 58,2,45 ,3204,2800000,2393162
Stockholmskommun,Kungsholmen,"Primusgatan 94, 3 tr",2,56 ,3233,5100000,5000000
Stockholmskommun,LägenhetLägenhetEnskede,"Sofielundsvägen 12, 2 tr",2,53.5 ,3011,3510000,3000000
Stockholmskommun,LägenhetLägenhetHusby,Stavangergatan 50,3,76 ,5674,1800000,1500000
Stockholmskommun,Bromma,Bergslagsvägen 43,1,40 ,2646,2325000,2094594
Stockholmskommun,LägenhetLägenhetSpångaSolhem,Bennebolsgatan 40 ACCEPTERAT PRIS!,1.5,39.5 ,3061,1825000,1771844
Stockholmskommun,Midsommarkransen,Midsommarvägen 9,2,42 ,3046,2600000,2500000
Stockholmskommun,Södermalm,"Tobaksspinnargatan 1, 2 tr",1,40 ,2497,3500000,3500000
Stockholmskommun,Kungsholmen,"Sankt Göransgatan 85, vån 7",3,83 ,4495,11250000,9533898
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,"Garagevägen 15, 3 tr",3,78 ,4335,5550000,5000000
Stockholmskommun,LägenhetLägenhetHagsätra,Porlabacken 47,1,28 ,2043,1600000,1391304
Stockholmskommun,LägenhetLägenhetHägerstensåsen,Inteckningsvägen 17 i,2.5,65 ,4937,3010000,2594827
Nackakommun,LägenhetLägenhetSaltsjöbaden,Ljuskärrsvägen 8,2,44.5 ,2709,2000000,1801801
Stockholmskommun,Bromma,Ibsengatan 52,3,68 ,3438,3350000,3160377
Stockholmskommun,LägenhetLägenhetEkhagen,Ekhagsvägen 2,2,64 ,2329,4300000,4215686
Sollentunakommun,LägenhetLägenhetTureberg,Bagarbyvägen 18,4,85 ,4169,2600000,2500000
Stockholmskommun,LägenhetLägenhetJohannesfred,Ståltrådsvägen 44,2,43.5 ,2575,2300000,2300000
Sundbybergskommun,LägenhetLägenhetSundbyberg,Forskningsringen 85A,2,61 ,3879,3350000,3190476
Stockholmskommun,LägenhetLägenhetGröndal,"Sannadalsvägen 28, 2 / 2tr",2,45 ,3012,3650000,3650000
Sollentunakommun,LägenhetLägenhetHelenelund,Stupvägen 13,4,90 ,3952,4030000,3766355
Stockholmskommun,LägenhetLägenhetGullmarsplan,Grafikvägen 32,3,68 ,3881,4400000,4230769
Solnakommun,LägenhetLägenhetFrösunda,"Signalistgatan 16, 3 tr",3,75 ,4163,5220000,4833333
Stockholmskommun,LägenhetLägenhetSkärholmen,Ekholmsvägen 303,2,52 ,-,2320000,1982905
Stockholmskommun,LägenhetLägenhetFruängen,Ellen keys gata 24,1,36 ,3310,2200000,1746031
Solnakommun,LägenhetLägenhetGamlaFilmstaden,Mauritz stillers väg 3,2,60 ,3663,3650000,3509615
Sollentunakommun,LägenhetLägenhetEdsängen,Sörmlandsvägen 8,3,76 ,4226,3400000,3207547
Stockholmskommun,LägenhetLägenhetAspudden,Hövdingagatan 29,1,35 ,2236,2600000,2385321
Solnakommun,LägenhetLägenhetBergshamra,Björnstigen 125,2,58 ,2167,3410000,2991228
Sollentunakommun,LägenhetLägenhetRotebro,Timotejvägen 11,3,73.5 ,4692,2250000,2142857
Stockholmskommun,LägenhetLägenhetLiljeholmskajen,Buteljgatan 24,2,46 ,2633,3600000,3600000
Stockholmskommun,LägenhetLägenhetGullmarsplan,Grafikvägen 16,2,51 ,2898,3090000,2783783
Solnakommun,LägenhetLägenhetBergshamra,Bergshamra Allé 99,3,90 ,4571,6200000,5210084
Sollentunakommun,LägenhetLägenhetEdsberg,Ribbings Väg 12A,3.5,70 ,4105,2300000,2190476
Stockholmskommun,LägenhetLägenhetFarsta,Lingvägen 217,3,80 ,4064,3900000,2190476
Stockholmskommun,LägenhetLägenhetJohanneshov,Sten Bergmans väg 13,4,113 ,6328,8300000,2190476
Nackakommun,Sickla,Atlasvägen 61,4,90.5 ,4314,6400000,6336633
Stockholmskommun,Vasastan,"Tomtebogatan 22, 2 tr",3,80 ,3101,8875000,8787128
Stockholmskommun,LägenhetLägenhetBandhagen,Skebokvarnsvägen 376,1,33 ,2471,1810000,1547008
Stockholmskommun,Södermalm,Hornsgatan 55A,2,53 ,2194,5500000,4910714
Stockholmskommun,Östermalm,Valhallavägen 148F,2,46 ,1951,4920000,4871287
Stockholmskommun,Södermalm,Tavastgatan 23,2,40.9+7.9 ,2052,5500000,5188679
Solnakommun,LägenhetLägenhetHuvudsta,"Bygatan 33, 5 tr",4,112 ,5434,6000000,5504587
Stockholmskommun,LägenhetLägenhetBagarmossen,"Svartågatan 74, 2tr",1.5,38 ,3050,2250000,1973684
Stockholmskommun,Södermalm,Assessorsgatan 18F,2,64 ,2352,5250000,5000000
Solnakommun,LägenhetLägenhetArenastaden,"Evenemangsgatan 24, Vån 18",2,45 ,1822,3300000,2999999
Stockholmskommun,LägenhetLägenhetKistagård,"Hanstavägen 94, Vån 3",2,59.5 ,3144,2510000,2201754
Solnakommun,LägenhetLägenhetHuvudsta,Jungfrudansen 16,2,64 ,3335,3600000,3302752
Stockholmskommun,LägenhetLägenhetNorraDjurgårdsstaden,"Labradorgatan 26, 1tr",3,89.5 ,4094,12250000,10745614
Stockholmskommun,Vasastan,Klara Östra Kyrkogata 8F,3,73 ,747,7500000,7009345
Solnakommun,LägenhetLägenhetBergshamra,Mårdstigen 3 - Accepterat pris!,4,74.5 ,4695,4000000,3921568
Stockholmskommun,LägenhetLägenhetVästertorp,Skidvägen 16,4,82 ,4772,5000000,4310344
Stockholmskommun,Kungsholmen,"Rålambsvägen 8C, 3tr",3,77.5 ,4354,6100000,5980392
Stockholmskommun,Södermalm,Götgatan 96A,2,35 ,1026,3725000,3449074
Stockholmskommun,LägenhetLägenhetBjörkhagen,Lyckebyvägen 16,2,53 ,3204,4000000,3449074
Stockholmskommun,LägenhetLägenhetÅrsta,Svärdlångsvägen 25,5,146.5 ,7602,8350000,7522522
Sollentunakommun,LägenhetLägenhetEdsberg,Kruthornsvägen 36,1.5,37 ,2322,1650000,1499999
Nackakommun,LägenhetLägenhetSALTSJÖ,Semaforvägen 51,4,102 ,5190,7425000,7004716
Stockholmskommun,Bromma,Elias Lönnrots väg 21,2,59 ,3058,2900000,2500000
Stockholmskommun,LägenhetLägenhetSveakvarteren,Melodislingan 50,2,55.5 ,4598,5400000,4909090
Stockholmskommun,LägenhetLägenhetBeckomberga,Alabastervägen 5,3,74 ,4489,3820000,3504587
Stockholmskommun,LägenhetLägenhetEnskededalen,"Bersågränd 8, 2tr",2,64 ,2734,3050000,2798165
Stockholmskommun,LägenhetLägenhetHammarbySjöstad,"Sjöfartsgatan 15, 4 tr",3,62.5 ,3554,5325000,5169902
Stockholmskommun,Kungsholmen,"Svarvargatan 3, 1tr",3,72 ,3266,6750000,6367924
Stockholmskommun,LägenhetLägenhetHammarbySjöstad,Sickla kanalgata 51,3,77 ,4629,6250000,6127450
Stockholmskommun,LägenhetLägenhetFruängen,Fredrika Bremers gata 15,2,66 ,5183,2350000,2098214
Stockholmskommun,Vasastan,"Birger Jarlsgatan 97A, 3 tr",2,63 ,2619,6300000,2098214
Stockholmskommun,Kungsholmen,"Runiusgatan 7, 2tr",2,38 ,1703,3050000,2798165
Stockholmskommun,Bromma,Säterivägen 21,1,30 ,2161,1995000,1995000
Stockholmskommun,LägenhetLägenhetBjörkhagen,Svalövsvägen 10,2,58 ,2649,3700000,3490566
Stockholmskommun,LägenhetLägenhetHornsbergsstrand,"Lindhagensgatan 149, 3tr",2,68 ,3424,7000000,7000000
Stockholmskommun,Hässelby,Sällhetsvägen 58,4,81 ,3157,3970000,3970000
Stockholmskommun,LägenhetLägenhetSätra,Kungssätravägen 30- Renoverings chans,3,86 ,2440,2400000,2400000
Nackakommun,LägenhetLägenhetTollare,Tollareslingan 7,6,156 ,6940,12000000,11428571
Solnakommun,LägenhetLägenhetJärvastaden,Fridensborgsvägen 117,1.5,40 ,2622,2312000,2244660
Nackakommun,LägenhetLägenhetNacka,"Tre kronors väg 43, 2tr",3,69 ,3988,4625000,4490291
Stockholmskommun,LägenhetLägenhetÅrsta,"Hjälmarsvägen 24 A, 5 tr, seniorboende 55+",2,59 ,4195,3420000,3288461
Stockholmskommun,LägenhetLägenhetÅrsta,Borensvägen 34,2,43 ,2908,2375000,2375000
Nackakommun,LägenhetLägenhetNacka,Henriksdalsringen 39,3,81 ,5222,4400000,3999999
Stockholmskommun,Vasastan,"Tomtebogatan 46, 3,5 tr",2,33 ,1783,4250000,4009433
Stockholmskommun,LägenhetLägenhetNockeby,Grönviksvägen 179B,5,115+5 ,5029,12800000,11962616
Stockholmskommun,LägenhetLägenhetHägerstensåsen,"Lotterivägen 12, vån 2",2,56 ,3408,3570000,3000000
Stockholmskommun,Östermalm,Valhallavägen 14,2,65 ,2453,7860000,7415094
Stockholmskommun,Kungsholmen,"Norr Mälarstrand 68, 6tr",2.5,86 ,3291,10600000,10495049
Stockholmskommun,LägenhetLägenhetFruängen,Ellen Keys gata 95,1.5,36 ,2201,2415000,2195454
Stockholmskommun,Bromma,Björkbacksvägen 34,3,64 ,5280,2875000,2846534
Stockholmskommun,Östermalm,Nybrogatan  73A,3,80 ,1716,10250000,10049019
Stockholmskommun,Bromma,Holbergsgatan 90,2,49 ,3124,2500000,2500000
Stockholmskommun,Östermalm,Surbrunnsgatan 16,4,97 ,5065,12150000,11462264
Stockholmskommun,LägenhetLägenhetSolberga,"Sandalmakarbacken 3, vån 1",3,88 ,3543,3450000,3000000
Stockholmskommun,Södermalm,"Tegelviksgatan 47, 3 tr",3,90 ,5272,7300000,7087378
Stockholmskommun,Bromma,"Beckomberga ängsväg 4, vån 4 / 4",3,72 ,4033,4050000,3749999
Stockholmskommun,LägenhetLägenhetFruängen,Elsa Borgs Gata 33,2,59 ,3590,3350000,3350000
Stockholmskommun,Södermalm,"Åsögatan 102, Vån 6",2,48 ,2476,5700000,5089285
Stockholmskommun,Bromma,Mössebergsvägen 30,3,57 ,3251,4150000,5089285
Stockholmskommun,Södermalm,Fatburs Brunnsgata 11,4,86 ,4989,7250000,6904761
Nackakommun,LägenhetLägenhetNacka,Kantatvägen 25,3,76 ,5371,3350000,2887931
Stockholmskommun,Bromma,Kinnekullevägen 30A,2,35 ,2505,2610000,2289473
Stockholmskommun,LägenhetLägenhetHammarbysjöstad,"Fartygsgatan 6, 2tr",2,55.5 ,3733,4300000,2289473
Stockholmskommun,Vällingby,Multrågatan 19,4,84.8 ,5361,2750000,2750000
Nackakommun,LägenhetLägenhetVästraOrminge,Utövägen 14,3,93 ,5565,3100000,2649572
Stockholmskommun,LägenhetLägenhetKatarina,Mariagränd 1,2,33 ,744,3810000,3463636
Stockholmskommun,LägenhetLägenhetKatarina,"Östgötagatan 53, 3 tr",2,46 ,1129,4650000,4514563
Solnakommun,LägenhetLägenhetFrösunda,"Gustav III:s Boulevard 19, Etagelägenhet",4,89 ,5509,5945000,5886138
Stockholmskommun,LägenhetLägenhetEnskededalen,Grusåsgränd 10,3,103 ,5113,5100000,4678899
Stockholmskommun,LägenhetLägenhetNorraDjurgårdsstaden,"Fågelhundsgatan 20, 5 / 5 Tr!",4,119 ,6213,16450000,4678899
Stockholmskommun,LägenhetLägenhetFarsta,"Hammarögatan 26, 2 tr",4,93 ,5446,4555000,4678899
Stockholmskommun,Vällingby,Jämtlandsgatan 97 (Vån 8),2,66 ,3483,3320000,2886956
Stockholmskommun,LägenhetLägenhetHornstull,"Hornstulls Strand 1, 2tr",3,76 ,3749,9000000,2886956
Stockholmskommun,LägenhetLägenhetStureby,"Skönviksvägen 296, 3 tr",1,32.4 ,2239,2330000,1894308
Stockholmskommun,LägenhetLägenhetKista,"Langelandsgatan 14, 1 tr",3,77 ,3956,2870000,2786407
Stockholmskommun,LägenhetLägenhetOrmkärr,Fjugestagränd 4,3,60 ,3729,2300000,2000000
Nackakommun,LägenhetLägenhetJarlaberg,Fyrspannsvägen 46,3,75 ,5114,3495000,3495000
Stockholmskommun,LägenhetLägenhetFredhäll,Runiusgatan 9,2,47 ,2019,3300000,3495000
Stockholmskommun,LägenhetLägenhetAspudden,Typografvägen 2 högst upp,2.5,42 ,2692,3450000,2948717
Stockholmskommun,Bromma,Drottningholmsvägen 256,3,77 ,4518,5000000,4807692
Stockholmskommun,LägenhetLägenhetVasastaden,"Sonja Kovalevskys Gata 8, 7 tr",3,60.5 ,2841,6700000,6261682
Stockholmskommun,Bromma,"Brålunden 18, 2 tr",2.5,63 ,2602,4770000,4008403
Stockholmskommun,Södermalm,Metargatan 9,2,31 ,2067,3160000,2953271
Stockholmskommun,LägenhetLägenhetHusby,"Stavangergatan 46, våning 2",4,91 ,6063,2420000,2283018
Stockholmskommun,LägenhetLägenhetMariehäll,Klintbacken 2,5,105 ,5262,6200000,6019417
Stockholmskommun,LägenhetLägenhetRågsvedHögdalenHagsätra,Bjursätragatan 6 - ACCEPTERAT PRIS!,2,32 ,2099,1650000,1650000
Stockholmskommun,LägenhetLägenhetEnskede,Dalgränd 52,3,87 ,5420,3495000,3495000
Solnakommun,Råsunda,"Lilla gatan 4A, 4tr",1.5,48 ,3341,2700000,2647058
Stockholmskommun,Midsommarkransen,"Tellusborgsvägen 33, vån 2",2,53 ,2546,3610000,3342592
Nackakommun,LägenhetLägenhetOrminge,Skarpövägen 21,3,81 ,4454,2310000,2287128
Stockholmskommun,LägenhetLägenhetSpånga,"Bärkingeplan 17, 1 tr",4,109 ,6668,2200000,2095238
Stockholmskommun,Södermalm,Katarina Bangata 67,1,28 ,1578,2450000,2450000
Stockholmskommun,Vasastan,"Sonja Kovalevskys Gata 11, ACCEPTERAT PRIS",2,63 ,3150,6395000,6395000
Sollentunakommun,LägenhetLägenhetEdsberg,Kruthornsvägen 56B,3,74 ,4489,2100000,2058823
Nackakommun,Sickla,Atlasvägen 41,3,64 ,2947,4700000,3983050
Stockholmskommun,LägenhetLägenhetBjörkhagen,Skanörvägen 10,5,111 ,6577,8425000,7200854
Stockholmskommun,LägenhetLägenhetBjörkhagen,Båstadsvägen 2,2,56 ,3229,4400000,3358778
Stockholmskommun,Östermalm,Sandhamnsgatan 39,2.5,75 ,4772,6500000,6250000
Stockholmskommun,Vasastan,"Vikingagatan 45, 3tr",3,88 ,4268,8600000,8514851
Stockholmskommun,LägenhetLägenhetLiljeholmen,"Nybohovsgränd 13, 3 / 3tr",4,80 ,3688,5200000,4684684
Sundbybergskommun,LägenhetLägenhetCentralaSundbyberg,Ängsstigen 20,2,47 ,3373,2525000,2295454
Stockholmskommun,LägenhetLägenhetGröndal,"Ekensbergsvägen 118, 2tr",3,66 ,3683,4840000,4000000
Stockholmskommun,Vasastan,"Ynglingagatan 27, 2,5tr.",2,57 ,2625,6320000,5906542
Sundbybergskommun,LägenhetLägenhetRissne,Bergshöjden 4,1,28.7 ,1609,1645000,1645000
Stockholmskommun,Östermalm,Brantingsgatan 22,1.5,32 ,1879,3050000,2798165
Stockholmskommun,LägenhetLägenhetLiljeholmskajen,Nybodaringen 47,2,56 ,4941,3300000,2999999
Solnakommun,Råsunda,Södra Långgatan 34,2,44.8 ,1560,2900000,2500000
Stockholmskommun,Bromma,Alpvägen 14,3,80 ,5119,4700000,4476190
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,Hasselquistvägen 7,2,50 ,2994,3400000,3238095
Stockholmskommun,Bromma,Hoburgsstigen 12,2,46 ,2651,2795000,2795000
Stockholmskommun,LägenhetLägenhetGubbängen,"Knektvägen 15, 4 tr",1,25 ,1559,2075000,1995192
Stockholmskommun,LägenhetLägenhetLiljeholmskajen,Sjöviksbacken 49,4,91 ,5061,7400000,6491228
Stockholmskommun,Södermalm,"Bjurholmsgatan 37, 1 tr (vån 2)",1,40 ,2037,3350000,3350000
Stockholmskommun,Vällingby,"Jämtlandsgatan 107, Vån 2 (11024 / 1104) Fönsterbröstningshöjd 1,5 m",2,66 ,3483,3080000,2588235
Stockholmskommun,Vasastan,"Robert Almströmsgatan 4, 1tr",2,44 ,2349,5125000,4701834
Stockholmskommun,Kungsholmen,"Kungsklippan 22, 3tr",2,33 ,2823,3503333,2994301
Stockholmskommun,Södermalm,Helgalunden 1,2.5,58 ,3895,5670000,4930434
Stockholmskommun,Vasastan,"Karlbergsvägen 43A, 2tr",2,41.3 ,1511,4630000,4209090
Stockholmskommun,LägenhetLägenhetHusby,Stavangergatan 20,3,76 ,4909,2160000,1894736
Stockholmskommun,LägenhetLägenhetFarsta,Larsbodavägen 110,2,56 ,3911,2570000,2177966
Stockholmskommun,LägenhetLägenhetHjorthagen,"Älvkarleövägen 18, 3 tr",2,44.2 ,3050,3700000,3162393
Stockholmskommun,LägenhetLägenhetHammarbyhöjden,"Finn Malmgrens väg 61, 3 tr",2,47 ,3880,3150000,2837837
Stockholmskommun,Vasastan,Karlbergsvägen 23,1,25 ,944,2750000,2644230
Stockholmskommun,Kungsholmen,"Svarvargatan 14, 1 tr",4,109 ,3701,11450000,11116504
Sollentunakommun,LägenhetLägenhetEdsberg,"Flintlåsvägen 13, bv",2,61.5 ,3494,1925000,1905940
Sollentunakommun,LägenhetLägenhetEdsberg,Viltstigen 4,1,35 ,2621,1700000,1700000
Sundbybergskommun,LägenhetLägenhetCentralaSundbyberg,Vintergatan 3A,3,74 ,3523,6500000,6500000
Stockholmskommun,Midsommarkransen,"Responsgatan 5, vån 1",3,61 ,3617,5170000,4237704
Stockholmskommun,LägenhetLägenhetNorraÄngby,Björketorpsvägen 11,2,57 ,3568,2430000,2250000
Solnakommun,Råsunda,Edvin Adolphsons väg 12,3,70.5 ,4650,5850000,5318181
Stockholmskommun,LägenhetLägenhetHögdalen,Skebokvarnsvägen 308,2,38 ,2339,2130000,1901785
Stockholmskommun,LägenhetLägenhetVasastaden,Hälsingegatan 61,1.5,35+17 ,2175,5500000,5140186
Stockholmskommun,Östermalm,"Studentbacken 1, 8 tr",2,45 ,2488,4375000,4247572
Stockholmskommun,Södermalm,"Götgatan 101A, 4 / 4 tr ÖG",2,35 ,1597,3800000,3584905
Stockholmskommun,Södermalm,"Bondegatan 46, 5 tr",1,32 ,1836,3500000,3181818
Stockholmskommun,Hässelby,Medsolsbacken 17,4,101 ,5635,4000000,3181818
Solnakommun,LägenhetLägenhetVästraSkogen,"Infanterigatan 11, 8 tr",2,56.5 ,2982,2950000,2500000
Stockholmskommun,LägenhetLägenhetBlackeberg,"Karen Blixens Gata 5, vån 8 - ACCEPTERAT PRIS!",2,50 ,3088,2650000,2623762
Stockholmskommun,LägenhetLägenhetBandhagen,Trollesundsvägen 165,2,61.5 ,3572,2400000,2068965
Stockholmskommun,LägenhetLägenhetHusby,"Stavangergatan 22, våning 3",3,80 ,5525,2225000,1986607
Stockholmskommun,Östermalm,"Storskärsgatan 6, 3tr",1.5,36 ,1388,3650000,2991803
Stockholmskommun,Kungsholmen,"Alströmergatan 32D, 2tr",1,28 ,1534,2850000,2688679
Stockholmskommun,Vasastan,Holländargatan 9A,1,32 ,1795,4050000,3584070
Stockholmskommun,LägenhetLägenhetKista,Borgarfjordsgatan 21B,2,52 ,3420,2600000,2600000
Nackakommun,LägenhetLägenhetSaltängen,Beckasinvägen 43B,2,50 ,2906,2750000,2600000
Nackakommun,LägenhetLägenhetSaltsjöbaden,Fidravägen 49,3,72 ,4129,2270000,2247524
Stockholmskommun,Bromma,Bårdgränd 8,2,43 ,2007,2470000,2185840
Stockholmskommun,Kungsholmen,"Sysslomansgatan 22, Vån 1, Mot Gård",2,33 ,2030,3150000,2971698
Stockholmskommun,LägenhetLägenhetBirkastan,Norrbackagatan 5A,2,42 ,1507,4800000,4403669
Stockholmskommun,LägenhetLägenhetBeckomberga,Beckomberga Allé 16,3,80 ,4845,4600000,4000000
Stockholmskommun,LägenhetLägenhetBirkastan,Robert Almströmsgatan 7,3,80 ,3394,9500000,8189655
Stockholmskommun,Östermalm,Riddargatan 51 A,3,92+5 ,3337,20030000,18896226
Stockholmskommun,LägenhetLägenhetÅrsta,Bolmensvägen 35,2,41 ,2998,2900000,18896226
Stockholmskommun,LägenhetLägenhetMariehäll,Kratsbodavägen 36,1,23 ,1716,2050000,1752136
Nackakommun,LägenhetLägenhetSaltängen,Ugglevägen 15A,3,73.5 ,5306,2350000,2079646
Stockholmskommun,LägenhetLägenhetHägersten,Utkiksbacken 23,4,81 ,4667,6425000,6177884
Stockholmskommun,LägenhetLägenhetRågsved,Bjursätragatan 33 1tr,2,42 ,2784,1920000,1900990
Stockholmskommun,LägenhetLägenhetLillaEssingen,"Primusgatan 82, 1tr",2,50.5 ,3330,4000000,4000000
Stockholmskommun,LägenhetLägenhetJohannesfred,"Ståltrådsvägen, 16",2,57 ,2806,3075000,2847222
Stockholmskommun,LägenhetLägenhetStureby,Tussmötevägen 134B,2,51 ,3422,3300000,2999999
Stockholmskommun,Vasastan,"Karlbergsvägen 53A, ög",3,68 ,2723,8300000,7904761
Nackakommun,LägenhetLägenhetTollare,"Tollare Ängsväg 24, 4tr",3,64.5 ,3660,4150000,3807339
Stockholmskommun,Vällingby,Abiskovägen 30,1,42 ,2281,1630000,1567307
Stockholmskommun,LägenhetLägenhetFarsta,Ölmevägen 14,2,64 ,3414,2430000,2189189
Nackakommun,LägenhetLägenhetAlphyddan,"Alphyddevägen 43, -2tr",2,44.2 ,2605,2900000,2500000
Nackakommun,LägenhetLägenhetNacka,Winborgs väg 7,3,58 ,3384,4500000,3982300
Stockholmskommun,Vasastan,Surbrunnsgatan 37,1,28 ,1416,3620000,3094017
Stockholmskommun,LägenhetLägenhetJohannesfred,Ståltrådsvägen 20,2,46 ,2310,2750000,2391304
Stockholmskommun,Vasastan,Tulegatan 5 B,2,62 ,4018,7150000,6809523
Stockholmskommun,LägenhetLägenhetHögdalen,"Önskehemsgatan 10, 1tr",2,59 ,3513,2095000,2095000
Stockholmskommun,Vasastan,"Tulegatan 42, 3 tr",2.5,49 ,2291,4750000,4750000
Stockholmskommun,Midsommarkransen,"Dansbanevägen 20, 2 tr",3,60 ,3214,3400000,3400000
Stockholmskommun,LägenhetLägenhetÅlsten,Ålstensgatan 25A,3,84 ,4941,8600000,7288135
Solnakommun,LägenhetLägenhetArenastaden,"Evenemangsgatan 40, vån 18",3,69 ,3739,5600000,5283018
Stockholmskommun,Gamla Stan,Ankargränd 2,3,71 ,1692,8550000,7916666
Stockholmskommun,LägenhetLägenhetFarsta,Lysviksgatan 59c,4,88 ,4442,4150000,2985611
Stockholmskommun,LägenhetLägenhetFarsta,"Grumsgatan 3, 3 tr",3,75 ,4282,3500000,2777777
Sundbybergskommun,LägenhetLägenhetCentralaSundbyberg,Eliegatan 13,3,68.5 ,2736,4250000,4207920
Nackakommun,LägenhetLägenhetTollare,Tollare Strand 1,2,54.5 ,2967,4000000,4000000
Stockholmskommun,LägenhetLägenhetLiljeholmskajen,Sjöviksvägen 128,3,88 ,4434,10000000,8264462
Stockholmskommun,Östermalm,Sandhamnsgatan 13,2,37 ,2833,3750000,3504672
Stockholmskommun,LägenhetLägenhetFarsta,"Hammarögatan 26, 4 tr",1,34 ,2398,2150000,2150000
Stockholmskommun,Kungsholmen,Celsiusgatan 8,1,27.5 ,1381,3050000,2500000
